device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price,price_drop_percent
Honor,Android,15.47,yes,no,13.0,8.0,64.0,3,3020,150,2020,228,4.476199805,4.689695141,4.552435277370184
Honor,Android,15.32,yes,no,13.0,8.0,64.0,4,5000,185,2020,213,4.609859175,4.781892764,3.5976044945034604
Honor,Android,16.69,yes,yes,13.0,16.0,128.0,8,4100,206,2019,504,5.17252736,6.211262508,16.723414066981178
Honor,Android,15.32,yes,no,13.0,16.0,64.0,4,4000,171,2019,371,4.797194518,5.391352233,11.02056941045721
Honor,Android,14.5,yes,no,13.0,5.0,32.0,2,3020,146,2019,201,4.220095768,4.49635928,6.144160081442599
Honor,Android,16.23,yes,no,13.0,8.0,64.0,4,4000,176,2019,354,4.415944853,4.86753445,9.277583993267884
Honor,Android,15.9,yes,no,13.0,32.0,128.0,6,3750,172,2019,311,5.180209278,5.515845179,6.0849405686337485
Honor,Android,16.74,yes,no,13.0,16.0,64.0,4,4000,206,2019,524,4.679349584,5.188167623,9.807278329719463
Honor,Android,14.5,yes,no,13.0,5.0,32.0,2,3020,146,2019,388,4.055776969,4.793059547,15.382295395463409
Honor,Android,25.43,yes,no,5.0,2.0,32.0,3,5100,173,2019,234,4.53999146,5.523937848,17.812408739469216
Honor,Android,20.32,yes,no,8.0,8.0,32.0,3,5100,173,2019,251,4.294560609,5.296114943,18.91111399165869
Others,Android,20.32,no,no,8.0,0.3,16.0,1,5680,453,2013,1048,4.899852698,5.488152294,10.719447356502235
HTC,Android,15.29,yes,no,13.0,16.0,32.0,3,3850,170,2019,194,4.829033478,5.185652461,6.877032074209412
HTC,Android,12.88,yes,no,13.0,13.0,64.0,4,3075,150,2019,385,4.860277413,5.392080896,9.862676270204087
HTC,Android,15.29,yes,no,13.0,8.0,32.0,3,3300,160,2019,323,4.388008706,5.009100784,12.399272939044945
HTC,Android,15.24,yes,no,13.0,14.5,128.0,6,3930,180,2019,489,4.633951987,6.033589692,23.19742933225629
HTC,Android,15.29,yes,no,13.0,16.0,64.0,4,3850,170,2019,392,5.041552397,5.641694282,10.637617974351617
Huawei,Android,15.37,yes,yes,10.5,16.0,128.0,6,4000,192,2020,204,4.865455368,5.522939824,11.904610170527176
Huawei,Android,15.37,yes,yes,10.5,16.0,64.0,6,4000,182,2020,328,4.971686544,5.388889065,7.741902198537838
Huawei,Android,15.32,yes,no,10.5,16.0,128.0,4,4000,163,2020,134,5.058980915,5.568535325,9.150600297215494
Huawei,Android,15.32,yes,no,10.5,16.0,128.0,4,4000,163,2020,127,4.980931815,5.48309424,9.158376694251382
Huawei,Android,20.32,yes,no,5.0,2.0,16.0,2,5100,310,2020,240,4.218183299,4.609460967,8.488577532193705
Huawei,Android,15.37,yes,yes,10.5,16.0,128.0,8,4000,189,2020,102,4.916690848,5.766412927,14.735713341327978
Huawei,Android,25.5,yes,no,8.0,8.0,64.0,4,7250,450,2020,305,5.097485547,5.521900821,7.686035801040337
Huawei,Android,16.71,yes,yes,10.5,16.0,256.0,8,4200,226,2020,215,5.49380191,7.243134061,24.151591510905764
Huawei,Android,16.23,yes,no,10.5,8.0,64.0,4,4000,176,2020,133,4.365643155,5.080161357,14.064872191814516
Huawei,Android,25.6,yes,yes,13.0,8.0,128.0,6,7250,460,2020,181,5.359976747,6.309245325,15.045675498440058
Huawei,Android,16.23,yes,no,10.5,8.0,64.0,4,4000,176,2020,202,4.651003602,4.942570563,5.899095567449565
Huawei,Android,16.74,yes,no,13.0,16.0,128.0,6,4000,206,2019,433,5.071354029,5.674010316,10.62134633947677
Huawei,Android,15.34,yes,no,13.0,16.0,128.0,8,4200,183,2019,505,4.99531859,5.635789104,11.364344942315634
Huawei,Android,25.6,yes,no,13.0,8.0,128.0,6,7250,460,2019,406,4.978869391,6.109825194,18.510444523202178
Huawei,Android,15.9,yes,no,13.0,32.0,64.0,6,4000,178,2019,351,5.037147389,5.299716387,4.954397156875631
Huawei,Android,15.32,yes,no,13.0,16.0,64.0,6,4000,163,2019,364,4.949043538,5.294660689,6.527654391867678
Huawei,Android,16.23,yes,no,13.0,8.0,64.0,4,4000,176,2019,253,4.403054002,5.016219672,12.22366064673413
Huawei,Android,16.59,yes,yes,13.0,16.0,512.0,12,4500,198,2019,488,5.995954452,7.439289002,19.40151202100052
Huawei,Android,16.81,yes,yes,13.0,16.0,128.0,6,4200,196,2019,269,5.530103463,6.478140911,14.634406090028321
Huawei,Android,16.81,yes,no,13.0,16.0,128.0,6,4200,196,2019,207,5.345344072,6.311517,15.308093569263944
Huawei,Android,15.9,yes,no,13.0,32.0,128.0,6,4000,178,2019,223,5.214772701,5.666841827,7.977443870871599
Huawei,Android,16.74,yes,no,13.0,16.0,128.0,4,4000,163,2019,181,4.894401058,5.242434609,6.638777151411872
Huawei,Android,25.6,yes,no,13.0,8.0,64.0,4,7500,498,2019,518,5.025589586,5.698970918,11.815840819140675
Huawei,Android,20.42,yes,no,13.0,8.0,128.0,6,6100,340,2019,307,4.943212618,5.86144128,15.665578108461418
Huawei,Android,20.42,yes,no,13.0,8.0,64.0,4,6100,320,2019,274,5.017147378,5.55971963,9.758985850155186
Huawei,Android,16.23,yes,no,13.0,32.0,128.0,8,3500,171,2019,520,5.372914505,5.969730055,9.997362435176317
Huawei,Android,16.23,yes,no,13.0,32.0,128.0,8,3500,171,2019,210,5.366396487,5.883935014,8.795789310530957
Huawei,Android,15.34,yes,no,13.0,24.0,128.0,6,4000,178,2019,539,5.180209278,5.55898789,6.813805309440954
Huawei,Android,15.34,yes,no,13.0,16.0,64.0,4,4000,178,2019,244,4.837313121,5.635146682,14.158168474096163
Huawei,Android,16.74,yes,no,13.0,16.0,64.0,4,4000,196,2019,330,4.861671141,5.638069931,13.770648457747905
Huawei,Android,10.16,no,no,5.0,2.0,16.0,4,1700,136,2014,610,3.959097413,4.701025672,15.782263505154503
Huawei,Android,17.78,no,no,3.15,0.3,8.0,1,4100,350,2013,835,4.335197047,5.012034315,13.504242498387601
Infinix,Android,17.32,yes,no,,8.0,32.0,2,6000,209,2020,320,4.405132623,4.605370166,4.347914191095667
Infinix,Android,15.39,yes,no,,8.0,64.0,4,5000,185,2020,173,4.4959132,4.702115392,4.385306926980648
Infinix,Android,15.39,yes,no,,8.0,32.0,2,5000,185,2020,329,4.370712875,4.487287145,2.597878545167185
Infinix,Android,15.39,yes,no,,16.0,32.0,3,4000,178,2019,356,4.417996878,4.605969866,4.081072900358384
Infinix,Android,15.29,yes,no,,16.0,32.0,2,4000,165,2019,497,4.423288532,4.866071843,9.09939937769226
Lava,Android,14.5,yes,no,,5.0,32.0,2,3200,150,2020,359,3.918203865,4.381276353,10.569351273240708
Lava,Android,12.7,no,no,5.0,0.3,8.0,0,3000,147,2016,704,3.509154523,4.102478062,14.462564577633577
Lenovo,Android,25.43,yes,no,8.0,5.0,32.0,3,7000,520,2020,212,4.683426684,5.189171919,9.746164569114175
Lenovo,Android,25.43,no,no,8.0,5.0,64.0,4,7000,580,2019,429,5.053758638,5.768070965,12.383903237917256
Lenovo,Android,15.47,yes,no,8.0,5.0,16.0,2,4000,172,2019,531,4.145196092,4.602165677,9.929446636042963
Lenovo,Android,20.32,yes,no,13.0,5.0,16.0,2,5100,305,2019,233,4.515245478,5.077795376,11.078624803568696
Lenovo,Android,20.32,yes,no,5.0,2.0,16.0,2,5000,305,2019,349,4.390366759,4.947198388,11.255494227817096
Lenovo,Android,17.78,yes,no,2.0,2.0,32.0,1,3590,236,2019,524,3.806440243,4.595523809,17.170699114965686
Lenovo,Android,16.23,yes,no,8.0,16.0,64.0,6,4000,159,2019,426,4.447228998,5.523818137,19.489945401871946
Lenovo,Android,16.23,yes,yes,8.0,32.0,128.0,6,4000,185,2019,401,5.347964306,5.996626203,10.817114074502205
Lenovo,Android,15.32,yes,no,8.0,16.0,64.0,4,4050,164,2019,424,4.541058241,5.06594385,10.361062509605194
Lenovo,Android,25.43,yes,no,8.0,8.0,16.0,2,8400,655,2016,902,4.866995844,5.188335076,6.1934941998337605
LG,Android,16.59,yes,no,5.0,16.0,64.0,4,4000,196,2020,195,4.739963282,5.595157377,15.284540494168123
LG,Android,15.44,yes,no,5.0,13.0,64.0,3,4000,219,2020,126,4.720550337,5.296916386,10.881161925141262
LG,Others,5.28,yes,no,2.0,13.0,8.0,1,1470,127,2020,202,3.758405517,5.021377391,25.15190107526415
LG,Android,15.44,yes,yes,5.0,10.0,128.0,8,5000,218,2020,234,5.412047757,6.768504706,20.040718118989513
LG,Android,15.44,yes,yes,5.0,10.0,128.0,8,5000,213,2020,248,4.633951987,6.550094135,29.253658168990583
LG,Android,15.37,yes,no,5.0,13.0,32.0,3,4000,196,2020,205,4.232801305,5.483218926,22.804444576721984
LG,Android,14.5,yes,no,8.0,8.0,32.0,3,3450,170,2020,196,4.319752215,4.862908382,11.169368705577218
LG,Android,25.43,yes,no,8.0,5.0,32.0,4,8200,498,2019,392,5.021970804,5.832234322,13.8928491769196
LG,Android,15.34,yes,yes,8.0,32.0,256.0,8,4000,192,2019,471,5.789103535,7.003347237,17.338047949199524
LG,Android,15.34,yes,no,8.0,16.0,64.0,4,4000,198,2019,517,4.955756633,5.772655339,14.15117754356545
LG,Android,13.84,yes,no,8.0,5.0,16.0,2,3000,148,2019,438,4.367800927,4.93691699,11.52776245079219
LG,Android,13.84,yes,no,8.0,5.0,16.0,1,3000,152,2019,393,4.043752776,4.635020208,12.756523282886201
LG,Android,15.27,yes,no,8.0,13.0,32.0,2,3500,186,2019,273,4.396299294,5.080285727,13.463542598890509
LG,Android,15.37,yes,no,8.0,13.0,32.0,3,4000,194,2019,344,4.707997496,5.301562097,11.19603222861203
LG,Android,15.8,yes,no,8.0,16.0,64.0,4,4050,172,2019,289,4.541484634,5.24676088,13.442126716474267
LG,Android,15.9,yes,no,8.0,16.0,32.0,3,4000,175,2019,482,4.48661185,4.86190324,7.71902219098873
LG,Android,15.72,yes,no,8.0,8.0,32.0,3,4000,164,2019,516,4.105943698,4.692539832,12.500610650117538
LG,Android,15.29,yes,no,13.0,5.0,32.0,3,3500,179,2019,463,4.170688129,5.297617121,21.272375225699136
LG,Android,15.29,yes,no,16.0,5.0,64.0,4,3300,172,2018,693,4.989411658,5.701112246,12.483539304095299
LG,Android,12.83,yes,no,13.0,5.0,16.0,2,4500,171,2018,393,4.539564429,5.194511198,12.608438870093652
LG,Android,7.62,no,no,2.0,1.3,4.0,0,1540,140,2014,965,3.131136911,3.931041011,20.34840383912749
Meizu,Android,15.39,yes,yes,,20.0,128.0,8,4500,199,2020,318,5.15358057,6.271536486,17.82586960142258
Meizu,Android,15.37,yes,no,,16.0,128.0,6,4500,183,2019,348,4.74927053,5.526209625,14.05916799618327
Meizu,Android,15.37,yes,no,,8.0,32.0,2,4000,184,2019,198,4.31935304,5.191622628,16.801482898537053
Meizu,Android,15.29,yes,no,,20.0,128.0,6,3600,166,2019,405,4.874891933,5.832351575,16.416356759151647
Meizu,Android,15.29,yes,no,,16.0,64.0,6,4000,165,2019,499,4.80557721,5.395625549,10.935679906648762
Meizu,Android,15.29,yes,no,,20.0,128.0,6,3600,165,2019,226,5.218841165,6.042917829,13.637065525618294
Micromax,Android,10.16,no,no,2.0,0.3,0.5,0,1500,146,2014,900,3.118834471,3.891820298,19.86180675909512
Micromax,Android,7.75,no,no,0.3,0.3,0.5,0,1500,89,2014,757,1.572773928,3.686125666,57.33260147620807
Micromax,Android,10.03,no,no,2.0,0.3,0.2,0,2000,85,2013,652,3.404857342,4.268997904,20.242234393938457
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4,2000,89,2013,1051,3.302481409,4.083957469,19.135264407916384
Micromax,Android,7.75,no,no,0.3,0.3,16.0,4,2000,89,2013,897,2.853015971,3.87036733,26.285653847744733
Motorola,Android,15.37,yes,no,,16.0,128.0,6,5000,210,2020,92,5.034156489,5.697294809,11.639529675600466
Motorola,Android,15.42,yes,yes,,25.0,256.0,12,5000,203,2020,188,5.639812681,7.087982979,20.43134559282355
Nokia,Android,16.56,yes,no,0.3,8.0,64.0,3,4000,200,2020,296,4.160756328,4.996468754,16.72606128740339
Nokia,Android,13.84,yes,no,0.3,5.0,16.0,2,3000,180,2020,293,3.690627925,4.087487775,9.70913851846321
Nokia,Android,13.84,yes,no,0.3,5.0,16.0,2,3000,180,2020,260,3.988243031,4.617888958,13.634930002143197
Nokia,Others,5.18,no,no,0.3,0.0,0.06,0,1020,90,2020,322,2.519308077,3.386422096,25.605609531789455
Nokia,Others,5.18,no,no,0.3,0.0,0.1,0,1020,91,2020,148,2.564949357,3.011605623,14.831167221525664
Nokia,Android,17.3,yes,yes,0.3,24.0,64.0,6,4500,220,2020,127,4.602667056,6.214388074,25.935313321406205
Nokia,Others,5.18,no,no,0.3,0.0,0.1,0,1200,88,2020,327,3.062923523,3.689129423,16.974354331292865
Nokia,Others,5.18,yes,no,0.3,0.0,0.1,0,1200,86,2019,414,2.789322921,3.684620397,24.2982282986043
OnePlus,Android,16.64,yes,yes,,16.0,128.0,8,4300,180,2020,186,5.482927968,6.605054319,16.988904205861076
OnePlus,Android,16.64,yes,yes,,16.0,128.0,8,4300,180,2020,232,5.235164552,6.478525003,19.192029828151302
OnePlus,Android,16.94,yes,yes,,16.0,256.0,12,4085,206,2019,280,5.079850363,6.685761067,24.0198638256242
OnePlus,Android,16.94,yes,yes,,16.0,128.0,6,4000,206,2019,523,5.342525621,6.684361696,20.07425893489531
Oppo,Android,16.64,yes,yes,,32.0,128.0,8,4000,172,2020,293,5.269969331,6.154454616,14.371464901220735
Oppo,Android,16.33,yes,yes,,32.0,128.0,8,4000,183,2020,281,5.047866851,5.911609322,14.610953193161638
Oppo,Android,16.69,yes,yes,,32.0,128.0,6,4000,184,2020,122,5.126045146,5.668017118,9.561932519202385
Oppo,Android,16.64,yes,yes,,16.0,128.0,8,4000,186,2020,200,5.094302196,6.254136457,18.545074431528352
Oppo,Android,15.29,yes,no,,8.0,64.0,3,4230,168,2020,267,4.515026636,4.785907155,5.659961846877915
Oppo,Android,15.34,yes,yes,,32.0,128.0,8,4025,180,2020,218,5.307177995,5.990338914,11.404378430131668
Oppo,Android,15.34,yes,yes,8.0,32.0,128.0,8,4025,181,2019,330,4.900225013,6.085250839,19.47373834460927
Oppo,Android,15.37,yes,no,8.0,8.0,128.0,4,4230,180,2019,277,4.514369822,5.006894974,9.836937953713901
Oppo,Android,15.34,yes,no,8.0,25.0,128.0,6,3600,169,2019,344,5.037212309,5.638141123,10.65827904783361
Oppo,Android,15.34,yes,no,8.0,32.0,128.0,4,4035,186,2019,463,5.093320661,5.793196518,12.08099630015003
Oppo,Android,16.59,yes,no,8.0,16.0,128.0,6,4020,190,2019,336,5.032266314,5.56202688,9.524595573331716
Oppo,Android,15.39,yes,yes,8.0,16.0,256.0,8,4065,215,2019,232,5.598384921,6.779649143,17.423677790459962
Oppo,Android,15.27,yes,no,8.0,5.0,32.0,2,4000,170,2019,282,4.022848561,4.61244367,12.782705896980639
Oppo,Android,15.29,yes,no,13.0,8.0,32.0,3,4230,168,2018,587,4.273745191,5.440337627,21.44338303950635
Oppo,Android,10.29,yes,no,8.0,5.0,8.0,1,2000,135,2015,917,4.09700768,4.991928067,17.927349412665325
Others,Android,16.43,yes,yes,8.0,20.0,128.0,6,4000,171,2019,486,4.701661486,6.803039,30.88880592923251
Realme,Android,15.37,yes,no,,16.0,64.0,4,4300,191,2020,97,4.798514106,5.299916088,9.460564538658787
Realme,Android,15.37,yes,no,,16.0,128.0,4,5000,199,2020,362,4.932169121,5.010768619,1.568611603855819
Realme,Android,15.37,yes,no,,5.0,32.0,3,5000,195,2020,321,4.383151002,4.600459106,4.723617773638781
Realme,Android,15.27,yes,no,,5.0,32.0,3,4000,166,2020,247,2.667228207,3.709906821,28.105250732926702
Realme,Android,15.27,yes,no,,5.0,32.0,2,4000,166,2019,450,4.335720882,4.601061758,5.766948803472239
Samsung,Android,12.88,yes,no,8.0,5.0,32.0,3,4000,168,2020,120,4.151669629,4.716979861,11.984580147860859
Samsung,Android,12.7,yes,no,8.0,5.0,16.0,1,2600,154,2020,226,4.08142817,4.792147554,14.830916118322845
Samsung,Android,15.42,yes,yes,8.0,32.0,128.0,8,4500,185,2020,258,5.514194582,6.218878965,11.331373177802313
Samsung,Android,15.37,yes,yes,8.0,32.0,128.0,6,4500,187,2020,248,5.126282718,6.06194631,15.435035946400525
Samsung,Android,25.5,yes,no,8.0,5.0,64.0,4,7040,467,2020,310,5.28755971,5.935528915,10.916789628679618
Samsung,Android,15.29,yes,yes,8.0,13.0,128.0,8,4000,168,2020,282,5.678498854,6.7807284,16.255326581138398
Samsung,Android,25.53,yes,yes,8.0,8.0,128.0,6,7040,420,2020,321,5.083699865,6.685673664,23.961292152592872
Samsung,Android,12.73,yes,no,12.0,8.0,64.0,4,4500,256,2019,320,4.59036107,6.927597121,33.738048130931425
Samsung,Android,15.42,yes,no,12.0,32.0,128.0,6,4500,187,2019,325,4.955756633,5.936110387,16.51508631219125
Samsung,Android,25.43,yes,no,13.0,8.0,64.0,4,7600,653,2019,430,4.989071116,6.396179374,21.999199455221532
Samsung,Android,15.32,yes,yes,12.0,10.0,256.0,12,3500,168,2019,190,4.997685135,7.003628936,28.64149170852075
Samsung,Android,25.53,yes,no,12.0,8.0,128.0,6,7040,420,2019,517,5.438209735,6.396729635,14.984530450613608
Samsung,Android,20.32,yes,no,8.0,2.0,32.0,2,5100,169,2019,313,3.984343667,4.866148876,18.121213129115112
Samsung,Android,12.7,yes,no,16.0,5.0,32.0,3,2800,172,2019,222,4.454579827,5.557098295,19.839823042036013
Samsung,Android,20.32,yes,no,5.0,2.0,16.0,2,4200,338,2015,852,4.7051965,5.401640809,12.893199189394682
Others,Android,16.59,yes,no,2.0,16.0,64.0,4,4000,193,2020,168,4.314015424,5.435990172,20.63974938327023
Others,Android,15.77,yes,no,2.0,5.0,64.0,4,4000,184,2020,299,4.358246106,4.871219958,10.530705991987562
Others,Android,20.32,no,no,0.3,2.0,16.0,1,3600,330,2020,290,4.053522568,4.488411625,9.689152718919809
Others,Android,15.44,yes,no,2.0,8.0,32.0,2,3500,191,2020,243,3.990279503,5.140434732,22.37466846607557
Others,Android,17.78,no,no,8.0,0.3,8.0,1,2000,242,2019,513,2.822568655,3.873905683,27.13894229830169
Others,Android,25.43,no,no,0.3,2.0,16.0,1,4000,505,2019,452,4.538068382,4.604770106,1.4485353766757736
Others,Android,12.88,yes,no,8.0,5.0,16.0,2,2700,138,2019,440,4.175002465,4.626050664,9.750178538035996
Others,Android,16.23,yes,no,8.0,16.0,64.0,4,3450,176,2019,335,4.995657011,5.882458506,15.07535487237996
Others,Android,20.32,no,no,2.0,2.0,32.0,3,4000,355,2020,221,4.42424765,4.605969866,3.9453626768473486
Others,Android,20.32,no,no,2.0,2.0,32.0,2,4000,355,2020,276,4.210645018,4.386640972,4.012089321268488
Others,Android,20.55,yes,no,8.0,0.3,16.0,2,2000,374,2013,1064,4.414977735,5.63917284,21.708770767168044
Apple,Others,30.71,yes,no,12.0,7.0,128.0,6,9720,641,2020,220,5.847392078,6.907335191,15.345181371552167
Apple,Others,27.94,yes,no,12.0,7.0,128.0,6,5770,471,2020,248,5.691237447,6.684724221,14.86204578012314
Apple,Others,25.45,yes,no,8.0,1.2,32.0,3,8827,483,2019,313,5.204446151,5.8518001,11.062475442385672
Apple,iOS,27.94,yes,no,12.0,7.0,64.0,4,7812,468,2018,601,5.359835707,6.779603675,20.94175465205198
Apple,iOS,18.01,yes,no,8.0,1.2,16.0,2,5124,299,2015,827,4.562680134,5.891809944,22.558938978565266
Asus,Android,15.24,no,no,13.0,2.0,16.0,2,3230,196,2014,840,4.539564429,5.307078872,14.462088495601307
Asus,Android,15.24,no,no,13.0,2.0,16.0,2,3300,196,2014,1073,4.327966358,5.521220889,21.612149830435808
Others,Android,15.24,no,no,8.0,8.0,32.0,1,2800,185,2019,513,4.304335327,4.351438553,1.0824748052003559
Others,Android,12.83,no,no,8.0,8.0,32.0,1,2200,158,2019,213,4.170842533,4.222737777,1.228947823439518
Others,Android,12.7,no,no,5.0,5.0,32.0,1,3400,146,2019,184,3.764218811,3.896300045,3.389914341157977
Others,Android,10.29,no,no,5.0,0.3,4.0,0,1760,136,2013,1091,4.05386973,5.303901745,23.56815934945266
Others,Android,12.83,yes,no,13.0,5.0,32.0,3,4200,206,2020,214,4.796864349,5.704815274,15.915518406670156
Others,Android,14.35,yes,no,12.0,8.0,64.0,4,3100,210,2019,247,4.476882166,6.08201341,26.391445328957268
Coolpad,Android,16.59,yes,yes,,16.0,64.0,4,4000,195,2020,252,5.174226981,5.885464938,12.084652011225689
Coolpad,Android,16.15,yes,no,,13.0,32.0,3,4000,170,2019,342,4.588329169,5.085186025,9.770672175163936
Acer,Android,25.43,no,no,5.0,2.0,16.0,1,2700,508,2014,578,4.836599317,5.257755755,8.010194037626986
Acer,Android,25.43,no,no,5.0,2.0,32.0,2,2700,508,2014,918,4.691072615,5.438296677,13.74003858892452
Alcatel,Others,5.18,yes,no,2.0,5.0,4.0,0,3230,90,2019,356,3.247268899,3.918998619,17.14034081929336
Alcatel,Android,17.78,yes,no,5.0,2.0,8.0,1,3240,295,2016,662,4.182202803,4.867688285,14.082361931686426
Alcatel,Android,20.32,no,no,0.3,0.3,16.0,0,3240,325,2014,1050,3.848230872,4.600860914,16.358461080834147
Alcatel,Android,17.78,yes,no,3.0,0.3,4.0,1,3240,279,2014,1046,4.46326094,5.253372301,15.040079319137526
Alcatel,Android,17.78,no,no,0.3,0.3,16.0,0,2840,285,2014,770,3.713572067,4.39592954,15.522484307152935
Alcatel,Android,17.78,no,no,2.0,0.3,4.0,1,3240,285,2014,759,3.989354348,5.080410082,21.475741453738816
Alcatel,Android,17.78,no,no,0.3,0.3,4.0,1,1800,390,2013,1041,4.307303088,4.604169686,6.447777085685791
Alcatel,Android,17.78,no,no,3.0,0.3,4.0,1,1800,350,2013,932,4.432244351,4.949823155,10.45651102660455
Alcatel,Android,20.32,no,no,2.0,0.3,8.0,1,1800,400,2013,836,4.357990057,4.941285216,11.804523185815622
Alcatel,Android,17.78,no,no,0.3,0.3,4.0,1,3240,350,2013,737,4.124226937,4.609859175,10.534643674879721
Alcatel,Android,17.78,no,no,2.0,0.3,8.0,1,3300,350,2013,1057,4.129550818,4.709800435,12.320046783468433
Alcatel,Android,16.56,yes,no,5.0,8.0,64.0,4,4000,178,2019,187,4.297149343,5.016020766,14.331508112420751
Alcatel,Android,12.83,yes,no,5.0,5.0,16.0,1,2460,153,2019,473,3.78487122,4.404154987,14.061352718693506
Alcatel,Android,20.32,yes,no,5.0,2.0,16.0,1,4080,279,2018,726,4.363862664,4.944851554,11.749369696043264
Acer,Others,23.04,no,no,5.0,2.0,32.0,4,4500,544,2018,699,5.066006927,5.793988743,12.564432695515851
Acer,Android,17.78,yes,no,13.0,2.0,16.0,4,3400,260,2016,1085,4.632298853,5.128951521,9.68331765208744
Acer,Android,12.83,yes,no,13.0,5.0,32.0,4,4080,169,2016,1079,4.710160633,5.52684639,14.776704459846588
Acer,Android,12.7,yes,no,8.0,2.0,32.0,4,2000,126,2016,617,3.781686504,4.784737955,20.963560814272427
Acer,Android,25.43,no,no,5.0,2.0,16.0,4,6100,147,2016,570,4.337682821,5.439773525,20.25986374129427
Acer,Android,12.83,yes,no,13.0,13.0,32.0,4,4020,166,2015,714,4.368307963,5.434376811,19.617131551167287
Acer,Android,12.83,yes,no,13.0,5.0,16.0,4,5000,147,2016,549,4.430935839,5.303304908,16.449536357678348
Acer,Android,12.7,yes,no,8.0,5.0,32.0,4,2000,125,2016,893,4.070564034,4.69701984,13.337303808365434
Acer,Android,20.32,no,no,5.0,2.0,32.0,4,4420,353,2015,767,4.998832582,5.862095907,14.726189040496013
Acer,Windows,12.83,yes,no,21.0,8.0,32.0,4,2870,150,2015,824,4.590969837,5.391215549,14.843511722480377
Acer,Android,10.29,yes,no,5.0,5.0,32.0,4,2000,142,2015,988,3.781686504,4.710610698,19.719825168197332
Acer,Android,10.29,no,no,5.0,2.0,32.0,4,2000,142,2015,961,3.616577542,4.507226542,19.76046670165353
Acer,Android,12.83,yes,no,8.0,8.0,32.0,4,4000,165,2015,942,4.556295018,5.294710871,13.94629227148974
Acer,Android,12.7,yes,no,8.0,8.0,32.0,4,2420,145,2015,874,4.354141431,5.017941869,13.228539814318044
Acer,Android,25.43,no,no,5.0,2.0,16.0,4,5910,540,2015,899,4.624188192,5.517854422,16.195900827627888
Acer,Android,20.32,no,no,5.0,0.3,16.0,4,4550,355,2015,994,4.226687749,5.188390887,18.535672406827274
Acer,Android,12.7,yes,no,13.0,5.0,32.0,4,2300,110,2015,592,4.488524004,5.301910902,15.3413913027692
Acer,Android,12.7,no,no,8.0,2.0,32.0,4,2000,118,2015,934,3.721104601,4.862676516,23.476205156641758
